gene_id	log2FoldChange
Recql4	-0.859612266
Rgag1	-1.184194092
Rgs1	-1.085128678
Rgs10	-0.657328284
Rgs18	-0.70814205
Rgs2	-1.032131688
Rhov	-1.679433098
Rilpl2	-0.716865676
Rims4	-0.865984995
Rnase1	-1.773894171
Rnf128	-0.690389066
Rrm2	-0.811146156
Rwdd3	-0.846831697
S100a8	-1.753832686
Saa3	-2.406102506
Sacs	-0.601370411
Sapcd2	-1.510942589
Scd2	-1.035290223
Scx	-2.071925731
Sdhaf3	-0.699052816
Sema5b	-0.76633399
Serf1	-0.798262661
Serpina1a	-1.109494652
Serpina1d	-0.884602871
Serpina3k	-1.19110734
Serpina3m	-1.273305119
Serpinb10	-1.174979864
Serpinb1b	-1.983927298
Serpinb1c	-1.422265054
Serpine1	-1.302838229
Sez6l2	-1.118355608
Sgk1	-0.84340131
Sgol1	-0.979867739
Sgol2a	-0.98145053
Sh2d1b1	-0.742922987
Sh3bgrl3	-0.645821614
Sh3pxd2b	-0.799986715
Shc3	-1.41434808
Shcbp1	-0.898082385
Shisa6	-0.618246375
Shisa9	-0.970510779
Siglec15	-0.957135749
Sirpa	-0.627660786
Sirpb1a	-1.132494115
Ska1	-1.012610791
Ska3	-0.821665763
Slc10a6	-0.719669792
Slc13a4	-0.864034592
Slc15a2	-1.099631975
Slc18a1	-0.794810506
Slc22a12	-2.476987866
Slc25a1	-1.354590606
Slc25a10	-0.784257528
Slc25a13	-0.739663748
Slc25a34	-0.906015179
Slc29a4	-1.150239584
Slc35g2	-0.700131356
Slc36a2	-0.620377078
Slc37a2	-0.995084501
Slc38a3	-1.283037894
Slc39a8	-0.771971294
Slc46a1	-0.804663757
Slc5a11	-2.2997538
Slc6a13	-0.669492108
Slco5a1	-1.315027284
Slit2	-0.59496127
Smoc2	-0.640857882
Smtnl2	-1.767691437
Snap91	-4.08987782
Sobp	-0.58276548
Sorl1	-0.865735414
Spaca1	-0.687011742
Spag5	-1.319547142
Sparc	-0.589331067
Spata25	-0.936802059
Spata3	-1.610263581
Spc24	-1.195954134
Spc25	-0.931926516
Spdl1	-0.917131096
Spef2	-1.154963216
Spi1	-0.900957015
Spta1	-1.173158124
Sptbn2	-0.65269016
Srcin1	-0.750851465
Srgap1	-0.659792861
Srrm4	-0.822024031
St18	-0.968362774
St8sia5	-1.203385785
Stap1	-0.942059374
Stc1	-1.144796656
Stil	-0.854810028
Stmn1	-0.691942221
Sult2b1	-1.174747785
Sult4a1	-1.099947127
Suv39h2	-0.623391133
Syn1	-0.64826612
Sync	-0.828631961
Syngr1	-0.972493713
Syt2	-1.081262876
Tacr2	-2.393334799
Tcf19	-0.785299411
Tecta	-3.025624566
Tekt1	-2.052844285
Tfr2	-1.037256238
Ticrr	-1.034339928
Timm22	-0.604746503
Timm8a1	-0.713479664
Timp1	-0.857523017
Tinag	-1.35070555
Tk1	-1.481232487
Tlr13	-0.598611024
Tm4sf5	-2.074700162
Tm7sf2	-0.585551048
Tmem132a	-0.74708103
Tmem132b	-1.068891608
Tmem132e	-0.993116801
Tmem17	-0.627643595
Tmem202	-0.6654218
Tmem252	-1.760587235
Tmem254c	-1.816430558
Tmem45a	-0.808630779
Tmem52	-1.422398999
Tmem56	-1.121804649
Tmem86a	-0.645302349
Tmem88	-0.606169228
Tmprss6	-1.721066949
Tnc	-1.034369445
Tnf	-1.009023539
Tnfaip8l1	-0.889813954
Tnfaip8l2	-0.704907811
Tnfrsf12a	-1.144620467
Tnfrsf23	-0.814655748
Tnip3	-0.845645733
Tomt	-0.871416573
Top2a	-0.967961609
Tph2	-2.528300637
Tpx2	-1.127125972
Traf4	-0.731797298
Trem2	-1.084005607
Trim29	-1.011773126
Trip13	-0.763235082
Tro	-0.890828662
Troap	-1.129662202
Trp53i11	-1.022402908
Trp53inp2	-0.652592267
Tsku	-0.671869568
Tspan33	-1.208755288
Ttc39a	-0.944170807
Ttc9	-1.067750201
Ttk	-1.363264321
Ttll9	-0.878712633
Ttr	-4.763611551
Tub	-0.900941509
Tubb2a	-0.617899129
Tubb6	-0.612118801
Tuft1	-0.597494388
Tulp2	-1.178131766
Tyrobp	-0.863633706
Ubash3b	-0.596029754
Ubd	-1.603558178
Ube2c	-1.108185703
Ube2t	-0.952987106
Ubtd1	-0.620137612
Ucp2	-0.648436657
Uhrf1	-0.750914874
Unc119	-1.238091272
Unc5a	-0.882421803
Unc80	-1.476001039
Uqcrq	-0.626128687
Vac14	-0.600995353
Vash1	-0.607466454
Vav1	-0.584969065
Vil1	-0.80748932
Vip	-2.332217434
Vipr2	-1.479204325
Vsig4	-0.733489886
Vsig8	-1.142335697
Vstm2b	-0.968269837
Vwa5b1	-1.1788157
Wdr93	-0.967942418
Wfdc12	-1.031926302
Wfdc17	-0.711303252
Wfdc21	-1.107566743
Wnt8b	-1.836444958
Wwc1	-0.69175095
Xirp2	-1.167774691
Xrcc3	-0.752658588
Ydjc	-0.914890888
Zpbp	-0.655931017
Zranb3	-0.823722962
Zwilch	-0.769309635
